Datum;Errechneter Wert;Ausgabepreis
10.01.2011;166,51;173,17
07.01.2011;166,59;173,25
05.01.2011;163,9;170,46
04.01.2011;163,55;170,09
03.01.2011;161,5;167,96
30.12.2010;164,95;171,55
29.12.2010;164,41;170,99
28.12.2010;164,17;170,74
27.12.2010;164,85;171,44
23.12.2010;165,32;171,93
22.12.2010;164,73;171,32
21.12.2010;163,96;170,52
20.12.2010;163,29;169,82
17.12.2010;162,45;168,95
16.12.2010;160,87;167,3
15.12.2010;161,17;167,62
14.12.2010;160,86;167,29
13.12.2010;162,17;168,66
10.12.2010;161,77;168,24
09.12.2010;160,98;167,42
07.12.2010;160,12;166,52
06.12.2010;158,91;165,27
03.12.2010;160,19;166,6
02.12.2010;158,64;164,99
01.12.2010;155,81;162,04
30.11.2010;155,75;161,98
29.11.2010;155,52;161,74
26.11.2010;155,25;161,46
25.11.2010;154,87;161,06
24.11.2010;152,38;158,48
23.11.2010;153,28;159,41
22.11.2010;152,8;158,91
19.11.2010;153,13;159,26
18.11.2010;151;157,04
17.11.2010;150,73;156,76
16.11.2010;153,3;159,43
15.11.2010;151,98;158,06
12.11.2010;153,96;160,12
11.11.2010;154,31;160,48
10.11.2010;152,98;159,1
09.11.2010;153,58;159,72
08.11.2010;152,39;158,49
05.11.2010;149,89;155,89
04.11.2010;148,62;154,56
03.11.2010;148,21;154,14
02.11.2010;148,47;154,41
29.10.2010;147,95;153,87
28.10.2010;148,89;154,85
27.10.2010;148,84;154,79
25.10.2010;148,2;154,13
22.10.2010;147,18;153,07
21.10.2010;147,15;153,04
20.10.2010;147,82;153,73
19.10.2010;148,58;154,52
18.10.2010;147,85;153,76
15.10.2010;147,12;153
14.10.2010;147,89;153,81
13.10.2010;147,42;153,32
12.10.2010;146,99;152,87
11.10.2010;146,19;152,04
08.10.2010;145,38;151,2
07.10.2010;146,02;151,86
06.10.2010;145,77;151,6
