Datum;Errechneter Wert;Ausgabepreis
16.09.2011;67,6;70,98
15.09.2011;67,16;70,52
14.09.2011;66;69,3
13.09.2011;65,42;68,69
12.09.2011;64,47;67,69
09.09.2011;64,58;67,81
08.09.2011;64,5;67,73
07.09.2011;62,42;65,54
06.09.2011;62,6;65,73
05.09.2011;62,77;65,91
02.09.2011;64,14;67,35
01.09.2011;64,01;67,21
31.08.2011;63,57;66,75
30.08.2011;63,18;66,34
29.08.2011;62,17;65,28
26.08.2011;61,14;64,2
25.08.2011;61,84;64,93
24.08.2011;61,59;64,67
23.08.2011;59,56;62,54
22.08.2011;59,07;62,02
19.08.2011;60,86;63,9
18.08.2011;63,83;67,02
17.08.2011;64,8;68,04
16.08.2011;64,93;68,18
12.08.2011;64,42;67,64
11.08.2011;62,04;65,14
10.08.2011;64,05;67,25
09.08.2011;61,95;65,05
08.08.2011;65,63;68,91
05.08.2011;66,46;69,78
04.08.2011;68,93;72,38
03.08.2011;69,11;72,57
02.08.2011;70,83;74,37
01.08.2011;70,33;73,85
29.07.2011;71,41;74,98
28.07.2011;71,43;75
27.07.2011;72,85;76,49
26.07.2011;73,34;77,01
25.07.2011;73,49;77,16
22.07.2011;72,65;76,28
21.07.2011;72,99;76,64
20.07.2011;72,96;76,61
19.07.2011;71,87;75,46
18.07.2011;72,04;75,64
15.07.2011;71,43;75
14.07.2011;72,32;75,94
13.07.2011;73,16;76,82
12.07.2011;74,17;77,88
11.07.2011;74,09;77,79
08.07.2011;74,02;77,72
07.07.2011;73,06;76,71
06.07.2011;72,25;75,86
05.07.2011;72,13;75,74
04.07.2011;72,08;75,68
01.07.2011;71,1;74,66
30.06.2011;70,37;73,89
29.06.2011;70,07;73,57
28.06.2011;69,72;73,21
27.06.2011;69,55;73,03
24.06.2011;70,47;73,99
22.06.2011;69,78;73,27
21.06.2011;68,7;72,14
20.06.2011;68,6;72,03
17.06.2011;69,55;73,03
16.06.2011;69,5;72,98
15.06.2011;69,82;73,31
14.06.2011;69,15;72,61
10.06.2011;69,56;73,04
09.06.2011;68,98;72,43
08.06.2011;69,48;72,95
07.06.2011;69,96;73,46
06.06.2011;70,52;74,05
03.06.2011;71,87;75,46
01.06.2011;73,81;77,5
31.05.2011;73,54;77,22
30.05.2011;73,52;77,2
27.05.2011;73,94;77,64
26.05.2011;73,82;77,51
25.05.2011;73,5;77,18
24.05.2011;74,21;77,92
23.05.2011;74,98;78,73
20.05.2011;74,84;78,58
19.05.2011;74,96;78,71
18.05.2011;74,78;78,52
17.05.2011;74,88;78,62
16.05.2011;75,93;79,73
13.05.2011;76,8;80,64
12.05.2011;76,09;79,89
11.05.2011;76,13;79,94
10.05.2011;75,75;79,54
09.05.2011;74,45;78,17
06.05.2011;73,76;77,45
05.05.2011;72,69;76,32
04.05.2011;72,99;76,64
03.05.2011;73,09;76,74
02.05.2011;73,42;77,09
29.04.2011;73,42;77,09
28.04.2011;74,38;78,1
27.04.2011;73,95;77,65
26.04.2011;73,43;77,1
21.04.2011;73,12;76,78
20.04.2011;72,11;75,72
19.04.2011;72,55;76,18
18.04.2011;72,36;75,98
15.04.2011;72,28;75,89
14.04.2011;72,3;75,92
13.04.2011;71,83;75,42
12.04.2011;72,94;76,59
11.04.2011;73,15;76,81
08.04.2011;74,07;77,77
07.04.2011;73,87;77,56
06.04.2011;74,06;77,76
05.04.2011;73,73;77,42
04.04.2011;74,35;78,07
01.04.2011;74,18;77,89
31.03.2011;74,91;78,66
30.03.2011;74,79;78,53
29.03.2011;74,21;77,92
28.03.2011;74,3;78,02
25.03.2011;73,67;77,35
24.03.2011;72,78;76,42
23.03.2011;72,03;75,63
22.03.2011;72,19;75,8
21.03.2011;71,12;74,68
18.03.2011;71,29;74,85
17.03.2011;71,25;74,81
16.03.2011;72,51;76,14
15.03.2011;74,07;77,77
14.03.2011;75,2;78,96
11.03.2011;75,26;79,02
10.03.2011;75,93;79,73
09.03.2011;76,53;80,36
08.03.2011;75,62;79,4
07.03.2011;76,7;80,54
04.03.2011;77,37;81,24
03.03.2011;76,54;80,37
02.03.2011;76,54;80,37
01.03.2011;77,58;81,46
28.02.2011;77,81;81,7
25.02.2011;76,65;80,48
24.02.2011;76,69;80,52
23.02.2011;78,28;82,19
22.02.2011;80,23;84,24
21.02.2011;80,65;84,68
18.02.2011;80,95;85
17.02.2011;80,59;84,62
16.02.2011;79,8;83,79
15.02.2011;80,5;84,53
14.02.2011;79,94;83,94
11.02.2011;79,93;83,93
10.02.2011;80,23;84,24
09.02.2011;80,75;84,79
08.02.2011;81,38;85,45
07.02.2011;80,56;84,59
04.02.2011;79,76;83,75
03.02.2011;78,95;82,9
02.02.2011;78,7;82,64
01.02.2011;77,75;81,64
31.01.2011;77,84;81,73
28.01.2011;78,88;82,82
27.01.2011;78,54;82,47
26.01.2011;78,34;82,26
25.01.2011;78,14;82,05
24.01.2011;77,65;81,53
21.01.2011;78,68;82,61
20.01.2011;78,75;82,69
19.01.2011;79,89;83,88
18.01.2011;80,08;84,08
17.01.2011;79,61;83,59
14.01.2011;79,13;83,09
13.01.2011;80,52;84,55
12.01.2011;80,38;84,4
11.01.2011;79,9;83,9
10.01.2011;79,68;83,66
07.01.2011;79,47;83,44
05.01.2011;77,66;81,54
04.01.2011;77,38;81,25
03.01.2011;76,33;80,15
30.12.2010;77,91;81,81
29.12.2010;77,87;81,76
28.12.2010;77,75;81,64
27.12.2010;77,8;81,69
23.12.2010;78,08;81,98
22.12.2010;77,79;81,68
21.12.2010;77,38;81,25
20.12.2010;77,2;81,06
17.12.2010;76,48;80,3
16.12.2010;75,33;79,1
15.12.2010;75,39;79,16
14.12.2010;75,18;78,94
13.12.2010;76,35;80,17
10.12.2010;76,43;80,25
09.12.2010;75,9;79,7
07.12.2010;74,98;78,73
06.12.2010;74,35;78,07
03.12.2010;74,6;78,33
02.12.2010;74,13;77,84
01.12.2010;72,76;76,4
30.11.2010;73,3;76,97
29.11.2010;73,24;76,9
26.11.2010;72,86;76,5
25.11.2010;72,6;76,23
24.11.2010;71,53;75,11
23.11.2010;71,7;75,29
22.11.2010;71,02;74,57
19.11.2010;71,18;74,74
18.11.2010;70,53;74,06
17.11.2010;70,49;74,01
16.11.2010;71,34;74,91
15.11.2010;70,86;74,4
12.11.2010;71,95;75,55
11.11.2010;73,28;76,94
10.11.2010;72,26;75,87
09.11.2010;72,52;76,15
08.11.2010;72,03;75,63
05.11.2010;71,09;74,64
04.11.2010;71,22;74,78
03.11.2010;71,1;74,66
02.11.2010;71,11;74,67
29.10.2010;70,78;74,32
28.10.2010;71,08;74,63
27.10.2010;70,65;74,18
25.10.2010;70,11;73,62
22.10.2010;69,33;72,8
21.10.2010;69,24;72,7
20.10.2010;69,54;73,02
19.10.2010;69,71;73,2
18.10.2010;69,36;72,83
15.10.2010;68,32;71,74
14.10.2010;68,71;72,15
13.10.2010;68,42;71,84
12.10.2010;67,98;71,38
11.10.2010;67,6;70,98
08.10.2010;67,41;70,78
07.10.2010;67,31;70,68
06.10.2010;67,58;70,96
